player_first_name,player_last_name,team_id,FinalWeighted_JEI
ALEXIS,AJINCA,STR,69.73
ANSU,SESAY,BER,69.72
KHEM,BIRCH,ULK,69.71
LYNN TERENCE,GREER,ULK,69.64
HRVOJE,PERIC,MAL,69.62
GIORGI,SHERMADINI,MAL,69.55
RAMEL,CURRY,PAN,69.54
FRANK,NTILIKINA,PAR,69.52
GERMAN,GABRIEL,MAL,69.52
LUBOS,BARTON,BAR,69.5
ADAM,HRYCANIUK,SOP,69.46
DREW,GORDON,PAR,69.45
NIGEL,HAYES,BAR,69.44
SEMEN,ANTONOV,NOV,69.39
MARKO,TODOROVIC,KHI,69.27
GIANLUCA,BASILE,CTU,69.19
DAJUAN,SUMMERS,NIK,69.18
MICHALIS,PELEKANOS,MAR,69.1
NICOLAS,BATUM,NAN,69.1
MATT,WALSH,LJU,69.09
MARCOS,KNIGHT,ASV,69
DONTAYE,DRAPER,MAD,68.96
KIM,TILLIE,CAN,68.9
SASHA,PAVLOVIC,PAN,68.86
MARTINAS,GEBEN,ZAL,68.83
DAVID,ANDERSEN,ULK,68.77
ADREIAN,PAYNE,ASV,68.75
GORAN,JURAK,ZAL,68.67
PRESTON,SHUMPERT,IST,68.66
DAVOR,KUS,MAL,68.64
ALBERT,OLIVER,CAN,68.64
DIMITRIOS,TSALDARIS,ARI,68.55
OGNJEN,KUZMIC,PAN,68.47
VONTEEGO,CUMMINGS,TEL,68.44
ANDREY,ZUBKOV,KHI,68.4
VANJA,MARINKOVIC,PAM,68.39
NATE,WOLTERS,TEL,68.39
ALI,TRAORE,ROM,68.39
NATE,LINHART,TEL,68.38
ORIOL,PAULI,CAN,68.36
JUSTIN,HAMILTON,CHA,68.36
JAMES WILLIAM,NUNNALLY,MIL,68.32
UROS,TRIPKOVIC,PAR,68.31
MALIK,HAIRSTON,SIE,68.28
PIETRO,ARADORI,SIE,68.27
DAMIAN,KULIG,ZGO,68.21
ANDREA,CINCIARINI,MIL,68.13
DAVID,LOGAN,PAN,68.12
VANJA,MARINKOVIC,PAR,68.09
JANIS,STRELNIEKS,ZAL,68.07
OLIVIER,HANLAN,ZAL,67.99
VLADIMIR,GOLUBOVIC,LJU,67.91
ALEX,GARCIA,TEL,67.86
SHELDEN,WILLIAMS,CHL,67.86
GIORGI,SHERMADINI,OLY,67.84
KENNY,GABRIEL,PAN,67.81
SIMAS,JASAITIS,TIV,67.78
JIMMY,CLARK III,TEL,67.78
NIKOS,ZISIS,ULK,67.77
CEDOMIR,VITKOVAC,PAR,67.77
ARTURS,ZAGARS,ULK,67.75
EDMOND,SUMNER,ZAL,67.75
ALBERTO,DIAZ,MAL,67.72
LAWRENCE,ROBERTS,IST,67.66
KONSTANTINOS,MITOGLOU,MIL,67.54
ERICK,GREEN,ULK,67.53
KENNEDY,WINSTON,ROM,67.51
BRAD,NEWLEY,LIE,67.31
EDWIN,JACKSON,ASV,67.19
MICHAEL,ERIC,BAS,67.17
TRE,KELLEY,CIB,67.14
ELI,NDIAYE,MAD,67.03
GORAN,DRAGIC,LJU,67.01
ENDER,ARSLAN,IST,66.97
AARON,WHITE,RED,66.96
IAN,VOUGIOUKAS,PAN,66.92
ALEKSANDAR,MARIC,PAN,66.91
DARRUN,HILLIARD,TEL,66.89
LUKA,SAMANIC,BAS,66.83
JAKA,BLAZIC,BAR,66.81
MIHA,ZUPAN,LJU,66.8
KARTAL,OZMIZRAK,DAR,66.77
GIORGI,SHERMADINI,LJU,66.73
JUSTIN,CARTER,KSK,66.73
NATHAN,REUVERS,PAM,66.64
CHRISTIAN,EYENGA,SAS,66.62
ALAN,ANDERSON,CIB,66.61
DONATAS,MOTIEJUNAS,SOP,66.6
SASU,SALIN,MAL,66.58
DENI,AVDIJA,TEL,66.49
LARRY,AYUSO,CIB,66.48
DAVID,JELINEK,BAS,66.45
AWUDU,ABASS,VIR,66.4
STEVEN,SMITH,PAN,66.38
OGUZ,SAVAS,DAR,66.28
AMATH,M'BAYE,MIL,66.22
PHILIP,RICCI,LEM,66.17
STEFAN,MARKOVIC,RED,66.12
DUANE,WASHINGTON,PAR,66.06
JAMES,GIST,ASV,66.01
BLAKE,SCHILB,RED,65.99
CARLOS,ARROYO,BAR,65.95
AMEDEO,DELLA VALLE,MIL,65.92
CURTIS,JERRELLS,ULK,65.91
ROBERTO,GABINI,ROM,65.91
SEAN,KILPATRICK,PAN,65.89
MARIUS,GRIGONIS,CSK,65.87
JACOB,WILEY,PAN,65.84
PETR,SAMOYLENKO,UNK,65.68
DIMITRIS,AGRAVANIS,OLY,65.61
KOSTAS,KAIMAKOGLOU,MAR,65.6
JAKA,BLAZIC,LJU,65.59
NIK,CANER-MEDLEY,TEL,65.52
MAREK,BLAZEVIC,ZAL,65.45
EURELJUS,ZUKAUSKAS,ZAL,65.42
NIELS,GIFFEY,ZAL,65.41
JON,STEFANSSON,ROM,65.37
PERO,ANTIC,RED,65.32
LUKA,BOGDANOVIC,LEM,65.28
JOSHUA,SHIPP,IST,65.28
EDUARDO,HERNANDEZ-SONSECA,JOV,65.26
KYLE,HINES,BAM,65.18
JUSTIN,DOELLMAN,ORL,65.18
ELEFTHERIOS,BOCHORIDIS,PAN,65.17
ALEN,OMIC,BUD,65.13
GORAN,JAGODNIK,LJU,65.11
DANILO,NIKOLIC,BUD,65.09
OMAR,COOK,BAS,65.06
JALEN,ADAMS,TEL,65.02
MIKE,WILKINSON,UNK,65.01
SHANE,LAWAL,BAR,64.98
SASU,SALIN,LJU,64.96
MINDAUGAS,LUKAUSKIS,ASV,64.96
HASSAN,MARTIN,RED,64.95
LEON,RADOSEVIC,MUN,64.88
YAKUBA,OUATTARA,MCO,64.85
DELONTE,HOLLAND,VIR,64.75
LUKE,HARANGODY,PAM,64.73
EARL,ROWLAND,MAL,64.66
DEMARCUS,NELSON,PAN,64.57
TYLER,CAVANAUGH,BER,64.55
EVGENY,VORONOV,TIV,64.54
KEMBA,WALKER,MCO,64.51
MARKO,TOMAS,ULK,64.46
CARLOS,ALOCEN,MAD,64.32
MARCUS,DENMON,PAN,64.32
MARCO,MORDENTE,MIL,64.28
PETR,CORNELIE,MCO,64.18
LANGSTON,HALL,RED,64.17
ADRIEN,MOERMAN,NAN,64.17
JONAS,VALANCIUNAS,LIE,64.02
SARUNAS,JASIKEVICIUS,ZAL,63.97
YASSIN,IDBIHI,BER,63.92
MARCUS,BANKS,PAN,63.9
SHABAZZ,NAPIER,RED,63.9
RENALDAS,SEIBUTIS,ZAL,63.84
RODERICK,BLAKNEY,MAL,63.78
SANI,BECIROVIC,PAN,63.77
LEONIDAS,KASELAKIS,PAN,63.76
ANDREY,ZUBKOV,TIV,63.75
ALEX,POYTHRESS,MIL,63.74
PATRICK,CHRISTOPHER,BES,63.63
ADAM,HESS,ROA,63.55
ALEC,PETERS,IST,63.49
SERHIY,LISHCHUK,PAM,63.48
PRZEMYSLAW,ZAMOJSKI,GSS,63.48
ALEX,ACKER,BAR,63.47
ILIMANE,DIOP,BAS,63.47
KENNEDY,WINSTON,PAN,63.38
VITTO,BROWN,MCO,63.32
TAYLOR,ROCHESTIE,OLY,63.32
LUKASZ,KOSZAREK,SOP,63.3
CURTIS,JERRELLS,PAR,63.26
OGNJEN,DOBRIC,VIR,63.23
NAZ,MITROU-LONG,MIL,63.14
HEIKO,SCHAFFARTZIK,BER,63.09
WALTER,HODGE,BAS,63.08
STEPONAS,BABRAUSKAS,LIE,63.05
YAKUBA,OUATTARA,PRS,63.03
DAVOR,KUS,CIB,62.99
MICKAEL,GELABALE,CED,62.98
C.J.,WALLACE,MIL,62.97
WESLEY,JOHNSON,PAN,62.92
WADE,BALDWIN IV,OLY,62.91
DEMETRIS,NICHOLS,PAN,62.87
TIM,SCHNEIDER,BER,62.85
MARDY,COLLINS,ZGO,62.84
JARELL,EDDIE,ULK,62.7
CARL,ENGLISH,BAS,62.69
YOUSSOUPHA,FALL,BAR,62.66
NICCOLO,MANNION,VIR,62.65
DONATAS,ZAVACKAS,KLA,62.64
LEO,WESTERMANN,MCO,62.63
SINAN,GULER,IST,62.58
WILL,CHERRY,ZAL,62.58
DARIUS,SONGAILA,ZAL,62.58
VLADIMIR,GOLUBOVIC,STR,62.55
JOSEP,PUERTO,PAM,62.51
JAKE,COHEN,TEL,62.51
EDGARAS,ULANOVAS,ULK,62.42
ALBERT,MIRALLES,BER,62.17
DIMITRIOS,MAVROEIDIS,BIL,62.16
GUILHERME,GIOVANNONI,VIR,62.14
LEO,WESTERMANN,ULK,62.14
MINDAUGAS,KATELYNAS,MIL,62.11
HANNO,MOTTOLA,ARI,62.11
ZORAN,DRAGIC,MIL,62.1
AUGUSTO CESAR,LIMA,MAL,62.06
DONATAS,SLANINA,SOP,62.02
TERRY,TARPEY,MCO,62
ERSAN,ILYASOVA,IST,61.97
ANTON,PONKRASHOV,CSK,61.89
AXEL,HERVELLE,BIL,61.83
STEFFEN,HAMANN,BAM,61.79
RASKO,KATIC,PAR,61.76
QUINTON,HOSLEY,MAD,61.7
ALEX,RENFROE,MUN,61.69
ZACH,AUGUSTE,PAN,61.68
KRUNOSLAV,SIMON,ZAG,61.64
EGOR,VYALTSEV,KHI,61.63
ALI,MUHAMMED,ASV,61.59
RANDAL,FALKER,BES,61.56
JEREMY,PARGO,CSK,61.56
AARON,MILES,NIO,61.54
CARLOS,CABEZAS,KHI,61.52
JOBEY,THOMAS,MIL,61.52
KRISTAPS,VALTERS,MAL,61.47
ALEX,POYTHRESS,TEL,61.46
JUSTIN,BEAN,BER,61.43
ANTOINE,DIOT,STR,61.37
ZIGA,SAMAR,BER,61.35
SEHMUS,HAZER,ULK,61.34
BRANDON,JENNINGS,ROM,61.3
MAKAI,MASON,BER,61.29
ANGELO,GIGLI,ROM,61.28
DANIEL,DIEZ,BAS,61.23
GIAMPAOLO,RICCI,MIL,61.19
OLIVER,LAFAYETTE,SOP,61.14
PATRICK,HECKMANN,BAM,61.1
DIEGO,FLACCADORI,MIL,61.08
DJORDJE,GAGIC,PAR,61.04
TONY,TAYLOR,ZGO,61.02
BENJAMIN,BENTIL,MIL,61.02
MARKO,JARIC,MAD,61.01
NIKOLA,MILUTINOV,PAR,60.92
KOSTAS,ANTETOKOUNMPO,PAN,60.91
MANUCHAR,MARKOISHVILI,DAR,60.91
DAIRIS,BERTANS,KHI,60.9
MATTHEW,STRAZEL,ASV,60.86
RASIM,BASAK,ULK,60.86
ALI,TRAORE,ASV,60.84
YASSIN,IDBIHI,MUN,60.84
JAMES,GIST,MUN,60.84
ADRIEN,MOERMAN,LMG,60.8
EVGENY,BABURIN,NOV,60.79
NIKOLA,VUJCIC,IST,60.78
DARIUS MYRON,WASHINGTON JR,ARI,60.72
DEMARCUS,NELSON,MAL,60.71
MELIH,MAHMUTOGLU,ULK,60.66
ANDREY,VORONTSEVICH,UNK,60.64
MAURICE,BAILEY,LJU,60.63
BALSA,KOPRIVICA,PAR,60.63
BRACEY,WRIGHT,CED,60.62
FILIP,BAROVIC,BUD,60.49
NEMANJA,DANGUBIC,MUN,60.47
DEWARICK,SPENCER,LEM,60.43
LEANDRO,BOLMARO,BAR,60.42
XAVIER,RATHAN-MAYES,MAD,60.41
SABEN,LEE,OLY,60.35
VASILIJE,MICIC,RED,60.35
NATHAN,SESTINA,ULK,60.33
TREVOR,MBAKWE,TEL,60.25
SIIM-SANDER,VENE,ZAL,60.24
TREMMELL,DARDEN,OLY,60.22
JACK,COOLEY,MAL,60.2
DOGUS,BALBAY,IST,60.18
JAMES,WHITE,UNK,60.05
JEKEL,FOSTER,OLD,59.98
LINAS,KLEIZA,MIL,59.95
GEORGIOS,KALAITZIS,ARI,59.94
JAMAR,SMITH,MAL,59.93
LUCA,VITALI,MIL,59.87
DMITRY,SOKOLOV,CSK,59.87
PAPE,SOW,SOP,59.84
RICKY,MINARD,ROM,59.81
CURTIS,JERRELLS,UNK,59.74
JORGE,GARBAJOSA,MAL,59.67
ACIE,LAW,PAR,59.66
VYTENIS,LIPKEVICIUS,ZAL,59.64
DMITRY,KULAGIN,DYR,59.58
STEFAN,JANKOVIC,RED,59.57
CEDRICK,BANKS,ORL,59.55
MUSTAFA,SHAKUR,KLA,59.52
MARTYNAS,POCIUS,MAD,59.52
ALAN,ANDERSON,BAR,59.5
MASSIMO,BULLERI,MIL,59.45
FURKAN,KORKMAZ,IST,59.45
DERRICK,WALTON JR,ZAL,59.39
GREGORY,MONROE,KHI,59.29
BANDJA,SY,PRS,59.27
CHIOZZA,CHRIS,BAS,59.26
CYRIL,JULIAN,NAN,59.24
BOUBACAR,TOURE,PAM,59.22
RICARDO,GREER,NAN,59.2
PHIL,PRESSEY,BAR,59.18
COTY,CLARKE,UNK,59.16
LUCCA,STAIGER,BAM,59.11
MARQUEZ,HAYNES,TEL,59.03
ERMAL,KUQO,IST,59.03
BUGRAHAN,TUNCER,IST,58.99
CHRISTOPHER,EVANS,CAN,58.96
VALERIY,LIKHODEY,TIV,58.92
ISAIAH,TAYLOR,ZAL,58.77
JUAN,PALACIOS,LIE,58.76
JEFF,BROOKS,SAS,58.75
DAVID,BLUTHENTHAL,LEM,58.75
ILKAN,KARAMAN,ULK,58.69
TOMISLAV,ZUBCIC,CIB,58.67
PRIMOZ,BREZEC,ROM,58.66
DRAKE RICHARD,DIENER,AVE,58.66
SANI,BECIROVIC,LJU,58.65
ESTEBAN,BATISTA,IST,58.64
CASEY,JACOBSEN,BER,58.63
VADIM,PANIN,UNK,58.61
TRENTON,MEACHAM,NTR,58.57
DYLAN,ENNIS,RED,58.55
MARCO,CARRARETTO,SIE,58.5
LEON,RADOSEVIC,LIE,58.5
DARREN,FENN,BAM,58.49
ZORAN,ERCEG,CSK,58.44
ANTHONY,TUCKER,BAM,58.42
KENNY,GABRIEL,KSK,58.39
MINDAUGAS,KUZMINSKAS,DYR,58.38
YANIV,GREEN,TEL,58.32
MARIO,HEZONJA,PAN,58.25
MIKE,TOBEY,RED,58.15
ELIAS,RAPIEQUE,BER,58.14
ALEKSEJ,NIKOLIC,BAM,58.12
ADAM,LAPETA,SOP,58.08
HENRY,DOMERCANT,GAL,58.05
DOGUS,OZDEMIROGLU,DAR,58.03
DEVIN,SMITH,ULK,58.01
BENJAMIN,ORTNER,SIE,57.98
MURATCAN,GULER,BES,57.98
JOSEPH,GOMIS,MAL,57.97
PIETRO,ARADORI,CTU,57.96
BRANKO,LAZIC,RED,57.95
SEMEN,ANTONOV,CSK,57.94
ISIAHA,MIKE,PAR,57.91
DMITRY,KULAGIN,CSK,57.85
BRIAN,CHASE,LEM,57.77
JACOPO,GIACHETTI,ROM,57.75
DIMOSTHENIS,NTIKOUDIS,PAN,57.71
CONNER,FRANKAMP,DYR,57.67
CHRIS,KRAMER,KHI,57.66
CHARLES,JENKINS,OLY,57.63
JON,DIEBLER,DAR,57.6
BRAYDON,HOBBS,MUN,57.55
MICHAEL,OJO,RED,57.54
TONEY,DOUGLAS,IST,57.48
LEOPOLD,CAVALIERE,PRS,57.47
JAMAR,SMITH,BAM,57.43
RAUL,LOPEZ,BIL,57.42
ALEKSANDAR,NADJFEJI,BER,57.37
UROS,TRIPKOVIC,MAL,57.33
MARIAL,SHAYOK,TEL,57.31
YVES,PONS,ASV,57.27
MARKO,TOMAS,MAD,57.27
GORDAN,GIRICEK,ULK,57.27
JONATHAN,TABU,CTU,57.25
DEON,THOMPSON,ZAL,57.25
KARSTEN,TADDA,BAM,57.24
DAVIS,BERTANS,PAR,57.23
FURKAN,ALDEMIR,DAR,57.18
JOHN,BROWN,RED,57.17
RICKY,LEDO,IST,57.15
NEDZAD,SINANOVIC,MAL,57.1
LANDRY,NNOKO,BAS,57.06
DERRICK,BYARS,BER,57.04
BORIS,SAVOVIC,MUN,57.03
JULIUS,JENKINS,BER,57.02
RICHARD,DORSEY,OLY,56.98
RAWLE,MARSHALL,CIB,56.97
THABO,SEFOLOSHA,ULK,56.97
WILL,DANIELS,NTR,56.93
JOEL,FREELAND,CSK,56.91
LEO,WESTERMANN,PAR,56.9
JOSH,ADAMS,IST,56.89
MIKE,DAUM,RED,56.87
PANAGIOTIS,KALAITZAKIS,PAN,56.8
AXEL,TOUPANE,OLY,56.79
DMITRY,KHVOSTOV,NOV,56.79
ANTONIOS,KONIARIS,OLY,56.73
MILENKO,TEPIC,PAN,56.65
TRAVIS,BEST,AVE,56.64
BOJAN,POPOVIC,MAL,56.59
RAFA,LUZ,BAS,56.59
BROCK,MOTUM,PAM,56.55
STEED,TCHICAMBOUD,CHL,56.39
CHRISTIAN,EYENGA,GSS,56.38
DEMOND,MALLET,JOV,56.37
JOHN,LINEHAN,NAN,56.35
FILIP,PETRUSEV,IST,56.33
YANNICK,BOKOLO,LEM,56.32
ANDREA,CINCIARINI,CTU,56.3
IVAN,RADENOVIC,RED,56.21
MELVIN,BOOKER,MIL,56.2
JAMES,NNAJI,BAR,56.19
BORISA,SIMANIC,RED,56.19
IVAN,UKHOV,CSK,56.16
RIHARDS,LOMAZS,ASV,56.14
IBRAHIM IBIN,JAABER,MIL,56.03
VICTOR,WEMBANYAMA,ASV,56.02
RASID,MAHALBASIC,SOP,56.01
AWUDU,ABASS,MIL,56
CHARLES,SMITH,ROM,55.99
SERGI,MARTINEZ,BAR,55.95
KYLE BRANDON,O'QUINN,ULK,55.94
EDWIN,JACKSON,BAR,55.87
MARIUS,PETRAVICIUS,MIL,55.83
RAMEL,CURRY,LMG,55.78
PARKER,JACKSON-CARTWRIGHT,ASV,55.77
MARKEL,BROWN,DAR,55.74
NEMANJA,JARAMAZ,ZGO,55.72
MATTHEW,JANNING,TIV,55.71
RICKY,MINARD,NIK,55.68
TAQUAN,DEAN,MAL,55.65
MARIO,DELAS,ZAL,55.65
SABEN,LEE,TEL,55.64
ERIC,WILLIAMS,AVE,55.56
JOE,ALEXANDER,TEL,55.55
PRZEMYSLAW,ZAMOJSKI,SOP,55.53
XAVIER,RABASEDA,BAR,55.4
MILOS,VUJANIC,IST,55.36
MIKE,BATISTE,ULK,55.32
BRUNO,CERELLA,MIL,55.25
OZ,BLAYZER,TEL,55.23
ERKAN,YILMAZ,IST,55.2
DUOP,REATH,RED,55.19
KEVARRIUS,HAYES,ASV,55.11
RODRIGUE,BEAUBOIS,STR,55.11
MARTYNAS,GECEVICIUS,OLY,55.07
MARIO,KASUN,ZAG,55.04
UROS,TRIFUNOVIC,PAR,55
ALEX,RENFROE,BAR,54.96
JOSH,POWELL,OLY,54.95
ELLIOT,WILLIAMS,PAN,54.93
MARQUEZ,HAYNES,SAS,54.91
KELVIN,RIVERS,MUN,54.84
CENK,AKYOL,IST,54.74
ROMAIN,DUPORT,STR,54.73
JONAS,MATTISSECK,BER,54.62
ALEKSEY,SAVRASENKO,UNK,54.61
CEDRIC,SIMMONS,OLY,54.59
DANIEL,SANTIAGO,IST,54.58
BROCK,MOTUM,MCO,54.57
MATTHEW,MITCHELL,ZAL,54.5
MARTYNAS,POCIUS,GAL,54.5
TOMISLAV,ZUBCIC,CED,54.43
LEO,WESTERMANN,CSK,54.37
DENIS,MARCONATO,BAR,54.35
PRESTON,SHUMPERT,GAL,54.33
RON,BAKER,CSK,54.25
KARLO,ZGANEC,CED,54.23
ADAM,CHUBB,BER,54.21
LUCCA,STAIGER,MUN,54.2
DEMARQUIS,BOST,GSS,54.16
J.P.,BATISTA,LEM,54.13
HEIKO,SCHAFFARTZIK,LMG,54.11
ANTYWANE,ROBINSON,CHO,54.09
NICK,CALATHES,MCO,54.08
NIKOS,HATZIVRETTAS,PAN,54
GIORDANO,BORTOLANI,MIL,53.93
KASSIUS,ROBERTSON,PAM,53.89
MICHAEL,ERIC,CSK,53.86
ALEKSA,USKOKOVIC,RED,53.84
ZACH,WRIGHT,PAN,53.83
MARKO,KESELJ,OLY,53.82
STEFAN,LAZAREVIC,RED,53.76
IGNAS,BRAZDEIKIS,OLY,53.76
DMITRY,KHVOSTOV,DYR,53.71
SIMAS,JASAITIS,JOV,53.66
WILLIAM,RAYMAN,TEL,53.65
JAMAL,SHULER,NAN,53.64
MARCUS FRANKLEE,FOSTER,PAN,53.53
JEFF,FOOTE,ZAL,53.52
PAULIUS,VALINSKAS,ZAL,53.48
LONNY,BAXTER,NIO,53.48
LUKE,SIKMA,OLY,53.4
NIKOS,ZISIS,UNK,53.36
MATHIAS,LESSORT,MUN,53.34
KOSTA,PEROVIC,MAL,53.33
DREW,NICHOLAS,MIL,53.32
DANIEL,EWING,BES,53.26
JUSTUS,HOLLATZ,IST,53.26
PAPE,SOW,MIL,53.24
PAVEL,KOROBKOV,CSK,53.21
NIKOLA,RADICEVIC,CAN,53.21
RAFI,MENCO,TEL,53.2
CEMAL,NALGA,LIE,53.2
ALEN,OMIC,RED,53.17
SEAN GREGORY,MAY,ZAG,53.15
SHAWN,JAMES,MIL,53.14
TROY,DANIELS,MIL,53.1
JOSHUA,CARTER,SIE,53.05
JACOB,PULLEN,BAR,53.03
KOSTA,KOUFOS,CSK,53
BRIAN,GREENE,CHA,52.98
LAMAYNE,WILSON,NAN,52.97
ESTEBAN,BATISTA,BAS,52.96
HUSEYIN,KOKSAL,GAL,52.94
ZACH,WRIGHT,BAM,52.91
OGNJEN,JARAMAZ,PAR,52.84
KLEMEN,PREPELIC,MAD,52.75
PATRICK,BEVERLEY,OLY,52.75
MAIK,ZIRBES,TEL,52.64
ANTHONY,DOBBINS,ORL,52.62
MARKO,TODOROVIC,BAR,52.6
JEROME,DYSON,SAS,52.59
SERHAT,CETIN,BES,52.5
MARKO,BANIC,UNK,52.5
MATEUSZ,PONITKA,PAR,52.45
CALEB,GREEN,CHA,52.4
KOSTAS,VASILIADIS,OLY,52.3
PETAR,BOZIC,PAR,52.3
ROK,STIPCEVIC,CIB,52.29
JARRELL,BRANTLEY,UNK,52.23
CENK,AKYOL,GAL,52.21
SEBASTIAN,HERRERA,PRS,52.19
PAUL,STOLL,UNK,52.19
SIIM-SANDER,VENE,CAN,52.16
TRISTAN,VUKCEVIC,PAR,52.12
SERGERIO,GIPSON,BAM,52.07
VULE,AVDALOVIC,CHO,52.05
JEFF,BROOKS,CTU,52.05
NATHAN,JAWAI,UNK,52.04
ERICK,GREEN,SIE,52.02
TARENCE ANTHONY,KINSEY,IST,51.97
RONELL,TAYLOR,LJU,51.97
BENJAMIN,EZE,KHI,51.93
SIMAS,JASAITIS,BAS,51.91
JARED,HOMAN,CIB,51.78
KYLE,WILTJER,OLY,51.76
THEODOROS,PAPALOUKAS,TEL,51.75
ARTEM,PUSTOVYI,BAR,51.74
PETAR,POPOVIC,BUD,51.73
BRACEY,WRIGHT,JOV,51.67
COLTON,IVERSON,KSK,51.66
KRESIMIR,NIKIC,BER,51.65
DEJAN,IVANOV,LIE,51.63
EDGAR,SOSA,SAS,51.62
ROKO-LENI,UKIC,CED,51.62
JUSTIN,ANDERSON,PAM,51.56
ALLERIK,FREEMAN,ASV,51.54
MILOVAN,RAKOVIC,ZAL,51.51
DARJUS,LAVRINOVIC,CSK,51.48
MILAN,MAJSTOROVIC,OLD,51.47
BRIANTE,WEBER,OLY,51.45
TERREL,CASTLE,ARI,51.37
BIRKAN,BATUK,IST,51.34
JEKEL,FOSTER,BER,51.31
TIMOFEY,MOZGOV,KHI,51.27
KAROLIS,LUKOSIUNAS,ZAL,51.24
FLORENT,PIETRUS,PAM,51.17
JAMES,GIST,MAL,51.13
JANIS,STRELNIEKS,NIK,51.12
MALCOM,THOMAS,TEL,51.08
BRIAN,SACCHETTI,SAS,51.07
DENIS,MARCONATO,CTU,51.03
JUSTIN RAY,GIDDENS,SOP,50.99
JOE,ALEXANDER,SAS,50.98
RANDAL,FALKER,CHO,50.97
ELIAS,HARRIS,BAM,50.94
DESHAUN,THOMAS,ASV,50.94
ANDREA,BARGNANI,BAS,50.84
JOSEPH,GOMIS,CHA,50.79
CHIMA,MONEKE,MCO,50.73
ALEX,KING,BER,50.69
MICHALIS,LOUNTZIS,OLY,50.67
NEMANJA,NEDOVIC,LIE,50.66
STRATOS,PERPEROGLOU,RED,50.66
LUCA,VITALI,ROM,50.65
MATEUSZ,PONITKA,SOP,50.65
LANDRY,NNOKO,RED,50.64
ROBERTO,CHIACIG,VIR,50.56
ANDREA,CROSARIOL,VIR,50.56
DIAMON,SIMPSON,TEL,50.5
METECAN,BIRSEN,ULK,50.47
BRENT,WRIGHT,CHA,50.46
MUHAMMED,BAYGUL,DAR,50.4
MORRIS,FINLEY,SIE,50.39
JARVIS,VARNADO,SAS,50.38
ALEKSANDER,BALCEROWSKI,PAN,50.27
ANDY,PANKO,PAN,50.24
NICOLAS,MAZZARINO,CTU,50.22
FREDDIE,GILLESPIE,MIL,50.22
ENDER,ARSLAN,DAR,50.18
KYLE,WEEMS,STR,50.12
LUCA,GARRI,VIR,50.04
DERRICK,SHARP,TEL,50.03
BRUNO,FERNANDO,MAD,49.93
MELVIN,AJINCA,ASV,49.86
NIKOLA,IVANOVIC,BUD,49.82
ANTON,PONKRASHOV,UNK,49.78
BLAGOTA,SEKULIC,MAD,49.7
TARIK,BLACK,ASV,49.68
OTHELLO,HUNTER,SIE,49.68
MARIOS,BATIS,MAR,49.58
GEORGIOS,KALAITZAKIS,PAN,49.56
GABE,MUONEKE,BAS,49.47
WILLY,HERNANGOMEZ,MAD,49.47
DAVID,LIGHTY,NTR,49.46
LEO,MAINOLDI,BAS,49.44
LUKA,BOGDANOVIC,JOV,49.38
KENDRICK,PERRY,PAN,49.31
ELEFTHERIOS,MANTZOUKAS,PAN,49.27
JOSH,HEYTVELT,ZAG,49.26
JANIS,BLUMS,BIL,49.19
DEMOND,GREENE,BAM,49.18
RICKY,MINARD,BES,49.18
MARQUES OSCAR,GREEN,CED,49.18
TARIK,BLACK,DYR,49.17
HENRY,WALKER,CED,49.16
KENAN,SIPAHI,KSK,49.14
HERVE,TOURE,ROM,49.14
SINAN,GULER,ULK,49.08
MIKE,DAUM,IST,49.07
BENO,UDRIH,ZAL,49.06
RAFAEL,HETTSHEIMEIR,MAL,49.04
DINO,MURIC,LJU,48.96
CEVHER,OZER,BES,48.96
JERIAN,GRANT,MIL,48.9
KENAN,SIPAHI,ULK,48.89
HOWARD,SANT-ROOS,CSK,48.85
BRION,RUSH,CHL,48.85
PIOTR,SZCZOTKA,SOP,48.84
DYLAN,PAGE,LJU,48.84
TAMAR,SLAY,AVE,48.8
ALEXANDER,TYUS-CECCHINI,MAD,48.73
TRAVIS,HANSEN,MAD,48.72
VICTOR,SAMNICK,NAN,48.72
ZARKO,RAKOCEVIC,PAR,48.65
GUGLIELMO,CARUSO,MIL,48.63
JUSTIN,DENTMON,GAL,48.62
O J,MAYO,UNK,48.62
MICHALIS,PELEKANOS,MAD,48.6
JULIUS,JENKINS,BAM,48.49
STEED,TCHICAMBOUD,NAN,48.45
VULE,AVDALOVIC,BER,48.41
BRANKO,CVETKOVIC,NIO,48.36
STEFFEN,HAMANN,BER,48.34
WILL,CHERRY,OLY,48.34
EVGENY,VORONOV,UNK,48.33
JAN-HENDRICK,JAGLA,JOV,48.25
JOHN,HOLLAND,RED,48.24
JOE,RAGLAND,KSK,48.22
ALBERTO,CORBACHO,BAS,48.17
NEBOJSA,BOGAVAC,LEM,48.13
BRUNO,FITIPALDO,GAL,48.13
JANIS,TIMMA,OLY,48.12
ALI,TRAORE,LMG,48.08
MARKO,JARIC,SIE,48.06
JOVO,STANOJEVIC,SOP,48.02
PAU,RIBAS,JOV,48.02
SUAD,SEHOVIC,BUD,48.02
ADAS,JUSKEVICIUS,ZAL,48
ANDRE,BARRETT,BAR,47.97
ALEXANDER,TYUS-CECCHINI,CTU,47.96
ARNAS,BUTKEVICIUS,KLA,47.94
VLAD,MOLDOVEANU,GSS,47.91
KLEMEN,PREPELIC,LJU,47.8
